Name,Restaurant_Type,Address,Zip_Code,Phone
Shah Jahan,Indisches Restaurant,Görlitzer Str. 41,10997 Berlin–Kreuzberg,None
Silvis Kitchen,Kantine,Köpenicker Str. 148c,10997 Berlin–Kreuzberg,(0176) 716 589 78
Solar,Internationales Restaurant,Stresemannstr. 76 - Eingang im Innenhof,10963 Berlin–Kreuzberg,(0163) 765 270 0
Spindler,Europaeisches Restaurant,Paul-Lincke-Ufer 42-43,10999 Berlin–Kreuzberg,(030) 695 988 80
Spindler & Klatt,Panasiatisches Restaurant,Köpenicker Str. 16-17,10997 Berlin–Kreuzberg,(030) 319 881 860
Stadtklause,Berliner Restaurant,Bernburger Str. 35,10963 Berlin–Kreuzberg,(030) 510 563 81
Subway,Fast Food,Hasenheide 1-4 - im Karstadt-UG,10967 Berlin–Kreuzberg,(030) 848 567 40
Sud Pizzeria Napoletana,Pizzeria,Marheinekeplatz 3-4,10961 Berlin–Kreuzberg,(030) 845 104 20
Sufis,Arabisches Restaurant,Yorckstr. 82,10965 Berlin–Kreuzberg,(030) 786 156 0
Sultan Bistro,Arabisches Restaurant,Mehringplatz 6,10969 Berlin–Kreuzberg,(0178) 189 206 7
Sushi Cube,Japanisches Restaurant,Zossener Str. 18,10961 Berlin–Kreuzberg,(030) 817 979 69
Swadishta,Indisches Restaurant,Kurfürstenstr. 131a,10785 Berlin–Kreuzberg,None
Swadishta,Indisches Restaurant,Lützowstr. 69,10785 Berlin–Kreuzberg,(030) 844 303 56
Swera - Restaurant & Cocktailbar,Indisches Restaurant,Bergmanstr. 103,10961 Berlin–Kreuzberg,(030) 612 033 01
Taka Fish House,Fischrestaurant,Adalbertstr. 97,10999 Berlin–Kreuzberg,(0157) 742 462 19
Tangs Kantine,Chinesisches Restaurant,Dieffenbachstr. 18,10967 Berlin–Kreuzberg,(030) 698 146 58
Tante Fichte Speiselokal,Deutsches Restaurant,Fichtestr. 31,10967 Berlin–Kreuzberg,(030) 690 015 22
Ta´Cabrón,Mexikanisches Restaurant,Skalitzer Str. 60,10997 Berlin–Kreuzberg,(030) 326 624 39
Taverna Dionysos,Griechisches Restaurant,Gneisenaustr. 109,10961 Berlin–Kreuzberg,(030) 629 015 01
Taverna Restaurant Mastiha,Griechisches Restaurant,Arndtstr. 12,10965 Berlin–Kreuzberg,(030) 612 853 86
Taverna To Koutouki,Griechisches Restaurant,Kottbusser Damm 9,10967 Berlin–Kreuzberg,(030) 692 521 7
Taverne Athene,Griechisches Restaurant,Tempelhofer Ufer 12,10963 Berlin–Kreuzberg,(030) 251 606 9
taz Kantine,Kantine,Friedrichstr. 21,10969 Berlin–Kreuzberg,(030) 259 029 88
Tekbir Döner,Imbiss,Skalitzer Str. 23,10999 Berlin–Kreuzberg,None
Tenur,Arabisches Restaurant,Reichenberger Str. 147,10999 Berlin–Kreuzberg,(030) 679 542 80
Terra,Italienisches Restaurant,Grimmstr. 1,10967 Berlin–Kreuzberg,None
The Bar Marqués,Mediterranes Restaurant,Graefestr. 92,10967 Berlin–Kreuzberg,(030) 616 259 06
The Haus,Internationales Restaurant,Graefestr. 92,10967 Berlin–Kreuzberg,None
The King of Falafel – Mo’s kleiner Imbiss,Imbiss,Urbanstr. 68,10967 Berlin–Kreuzberg,(030) 740 736 66
The Panda Noodle,Asiatisches Restaurant,Lausitzer Platz 12a,10997 Berlin–Kreuzberg,None
Tibet Haus,Asiatisches Restaurant,Zossener Str. 19,10961 Berlin–Kreuzberg,(030) 694 894 8
Tierra Colombiana,Internationales Restaurant,Mittenwalder Str. 27,10961 Berlin–Kreuzberg,(030) 695 079 11
Tiki Heart,Amerikanisches Restaurant,Wiener Str. 20,10999 Berlin–Kreuzberg,(030) 610 747 03
Tire Bouchon,Italienisches Restaurant,Schönleinstr. 10 - Ecke Dieffenbachstr.,10967 Berlin–Kreuzberg,(030) 695 981 69
Grimm's  Tischlein Deck Dich,Deutsches Restaurant,Flottwellstr. 45 - im Grimm's Hotel,10785 Berlin–Kreuzberg,(030) 258 008 444 4
Tomasa in der Villa Kreuzberg,Internationales Restaurant,Kreuzbergstr. 62,10965 Berlin–Kreuzberg,(030) 810 098 85
Transit,Portugiesisches Restaurant,Schlesische Str. 35a,10997 Berlin–Kreuzberg,None
Tre Xanh-Restaurant,Vietnamesisches Restaurant,Heimstr. 8,10965 Berlin–Kreuzberg,(030) 756 571 76
Trentasei,Italienisches Restaurant,Skalitzer Str. 34,10999 Berlin–Kreuzberg,(030) 695 069 30
Tulus Lotrek,Franzoesisches Restaurant,Fichtestr. 24,10967 Berlin–Kreuzberg,(030) 419 566 87
Tutti Island,Arabisches Restaurant,Zossener Str. 17,10961 Berlin–Kreuzberg,(030) 526 614 90
Tzom Eritrean Food,Afrikanisches Restaurant,Dieffenbachstr. 69,10967 Berlin–Kreuzberg,(0173) 264 570 0
Umami,Asiatisches Restaurant,Bergmannstr. 97,10961 Berlin–Kreuzberg,(030) 683 250 85
Van Loon Restaurantschiffe,Restaurantschiff,Carl-Herz-Ufer 5,10961 Berlin–Kreuzberg,(030) 692 629 3
Veggie & Vega,Vegetarisches Restaurant,Bergmannstr. 27,10961 Berlin–Kreuzberg,(030) 641 655 90
Via He Hai,Vietnamesisches Restaurant,Dieffenbachstr. 58a,10967 Berlin–Kreuzberg,(030) 715 337 42
Villa Toscana,Italienisches Restaurant,Köpenicker Str. 150,10997 Berlin–Kreuzberg,None
Restaurant Volt,Deutsches Restaurant,Paul-Lincke-Ufer 21 - Im Umspannwerk,10999 Berlin–Kreuzberg,(030) 338 402 320
Weinblatt,Bistro,Dieffenbachstr. 59,10967 Berlin–Kreuzberg,(030) 695 173 65
What a Treat,Internationales Restaurant,Gneisenaustr. 94,10961 Berlin–Kreuzberg,None
Wirtshaus Hasenheide,Deutsches Restaurant,Hasenheide 19,10967 Berlin–Kreuzberg,(030) 695 151 58
Max und Moritz,Berliner Restaurant,Oranienstr. 162,10969 Berlin–Kreuzberg,(030) 695 159 11
Wirtshaus zum Mitterhofer,Alpenlaendisches Restaurant,Fichtestr. 33,10967 Berlin–Kreuzberg,(030) 695 669 09
Wu Kong,Asiatisches Restaurant,Skalitzer Str. 81,10997 Berlin–Kreuzberg,(030) 690 064 49
Xua Quan,Vietnamesisches Restaurant,Oppelner Str. 24,10997 Berlin–Kreuzberg,None
Yeni Adana,Tuerkisches Restaurant,Skalitzer Straße 99,10997 Berlin–Kreuzberg,None
Yorck’s Kebap Allin,Imbiss,Yorckstraße 89a,10965 Berlin–Kreuzberg,(030) 644 440 53
Zitrone,Internationales Restaurant,Dieffenbachstr. 56,10967 Berlin–Kreuzberg,None
Zola,Pizzeria,Paul-Lincke-Ufer 39-40,10999 Berlin–Kreuzberg,(030) 276 959 38
Zur kleinen Markthalle,Deutsches Restaurant,Legiendamm 32,10969 Berlin–Kreuzberg,(030) 614 235 6
Restaurant 3 Schwestern,Deutsches Restaurant,Mariannenplatz 2 - Bethanien,10997 Berlin–Kreuzberg,(030) 600 318 600
+39 Piùtrentanove,Italienisches Restaurant,Möckernstr. 73a,10965 Berlin–Kreuzberg,(030) 700 942 06
Aastha,Indisches Restaurant,Parkaue 35 - Ecke Möllendorffstraße,10367 Berlin–Lichtenberg,(030) 857 357 38
Böhmischer Garten,Deutsches Restaurant,Dönhoffstr. 35a,10318 Berlin–Lichtenberg,(030) 508 819 1
Ditsch,Fast Food,Weitlingstr. 22,10317 Berlin–Lichtenberg,(030) 510 629 04
Domino's Pizza Deutschland GmbH,Pizzaservice,Weitlingstr. 71,10317 Berlin–Lichtenberg,(030) 680 772 22
Domino's Pizza Deutschland GmbH,Pizzaservice,Frankfurter Allee 199,10365 Berlin–Lichtenberg,(030) 832 153 399
Gasthaus Bielefeldt,Deutsches Restaurant,Rhinstr. 21,10315 Berlin–Lichtenberg,(030) 577 948 22
Gaststätte Alt Friedrichsfelde,Deutsches Restaurant,Alt-Friedrichsfelde 88,10315 Berlin–Lichtenberg,(030) 525 120 2
Gundelfinger,Deutsches Restaurant,Gundelfinger Str. 52,10318 Berlin–Lichtenberg,(030) 503 815 37
Il Bufalo,Italienisches Restaurant,Rummelsburger Str. 84,10315 Berlin–Lichtenberg,(030) 526 797 00
India Haus,Indisches Restaurant,Hönower Str. 11,10318 Berlin–Lichtenberg,(030) 508 474 8
J.A.S,Internationales Restaurant,Kaskelstr. 27,10317 Berlin–Lichtenberg,None
Jelänger Jelieber,Deutsches Restaurant,Kaskelstr. 49,10317 Berlin–Lichtenberg,(030) 555 760 67
Khoa-Bistro,Bistro,Karl-Lade-Str. 42,10369 Berlin–Lichtenberg,(030) 978 986 57
Lovely Sushi,Sushirestaurant,Anton-Saefkow-Platz 4,10369 Berlin–Lichtenberg,None
Marco Polo Due,Italienisches Restaurant,Anton-Saefkow-Platz 13,10369 Berlin–Lichtenberg,(030) 986 077 01
Marco Polo Uno,Italienisches Restaurant,Dolgenseestr. 9g,10319 Berlin–Lichtenberg,(030) 513 880 6
Restaurant Mavericks,Amerikanisches Restaurant,Landsberger Allee 106 - im Vienna House Andel's Berlin,10369 Berlin–Lichtenberg,(030) 453 053 261 0
McDonald's,Fast Food,Alt-Friedrichsfelde 61,10315 Berlin–Lichtenberg,(030) 510 970 93
McDonald's,Fast Food,Frankfurter Allee 117,10247 Berlin–Lichtenberg,(030) 577 963 47
McDonald's,Fast Food,Weitlingstr. 22,10317 Berlin–Lichtenberg,(030) 510 611 14
Pizza Bistro,Bistro,Parkaue 37,10367 Berlin–Lichtenberg,(030) 559 244 6
Pizza Max,Pizzaservice,Margaretenstr. 4,10317 Berlin–Lichtenberg,(030) 526 960 60
Restaurant Athos,Griechisches Restaurant,Gudrunstr. 5a,10365 Berlin–Lichtenberg,(030) 577 992 88
Marché Mövenpick Deutschland GmbH,Internationales Restaurant,Am Tierpark 125,10319 Berlin–Lichtenberg,(030) 512 314 3
Restaurant Syrtaki,Griechisches Restaurant,Wandlitzstr. 10,10318 Berlin–Lichtenberg,(030) 503 806 70
Ristorante Il Mondo,Italienisches Restaurant,Rathausstr. 6,10367 Berlin–Lichtenberg,(030) 557 882 7
Ristorante Rossini IV,Italienisches Restaurant,Frankfurter Allee 151,10365 Berlin–Lichtenberg,(030) 554 920 57
SkyKitchen,Deutsches Restaurant,Landsberger Allee 106,10369 Berlin–Lichtenberg,None
Subway,Fast Food,Frankfurter Allee 113,10247 Berlin–Lichtenberg,(030) 224 949 25
Tierpark-Bistro,Bistro,Am Tierpark 76,10319 Berlin–Lichtenberg,(030) 510 674 75
Zhou's Five Asia Buffet Restaurant,Asiatisches Restaurant,Marktstr. 6 - im Victoria-Center,10317 Berlin–Lichtenberg,(030) 679 521 00
Asia Mami,Asiatisches Restaurant,Allee der Kosmonauten 151,12685 Berlin–Marzahn,(030) 549 849 99
burgerme Franchise GmbH,Burger,Allee der Kosmonauten 151A,12685 Berlin–Marzahn,(030) 467 247 467
Calypso,Internationales Restaurant,Geißenweide 6,12685 Berlin–Marzahn,(030) 543 609 0
China Restaurant Neu Wuzhou,Chinesisches Restaurant,Marzahner Promenade 13,12679 Berlin–Marzahn,(030) 930 999 3
Giardino Verde,Italienisches Restaurant,Blumberger Damm 44 - Gärten der Welt,12685 Berlin–Marzahn,(030) 959 986 335
La Strada,Italienisches Restaurant,Oberfeldstr. 148,12683 Berlin–Marzahn,(030) 543 320 3
Landhaus Marzahner Krug,Deutsches Restaurant,Alt-Marzahn 49,12685 Berlin–Marzahn,(030) 540 056 0
McDonald's,Fast Food,Bitterfelder Str. 9,12681 Berlin–Marzahn,(030) 933 932 1
McDonald's,Fast Food,Marzahner Promenade 1a,12679 Berlin–Marzahn,(030) 930 237 19
Nordsee,Fast Food,Marzahner Promenade 1a,12679 Berlin–Marzahn,(030) 934 952 34
Pizza Max,Pizzaservice,Allee der Kosmonauten 151,12685 Berlin–Marzahn,(030) 936 662 14
Restaurant Herkules,Griechisches Restaurant,Oberfeldstr. 30,12683 Berlin–Marzahn,(030) 543 967 97
Syrtaki,Griechisches Restaurant,Märkische Allee 210a,12679 Berlin–Marzahn,(030) 930 260 40
Ristorante i Fratelli,Italienisches Restaurant,Blumberger Damm 130,12685 Berlin–Marzahn,(030) 549 832 00
Ristorante Pizzeria Marzano,Italienisches Restaurant,Mehrower Allee 18,12687 Berlin–Marzahn,(030) 937 899 1
Ristorante Rossini I,Italienisches Restaurant,Köpenicker Str. 25,12683 Berlin–Marzahn,(030) 514 476 0
Ristorante Rossini II,Italienisches Restaurant,Köpenicker Str. 25,12683 Berlin–Marzahn,(030) 547 185 60
Steakhaus Marzahn,Steakhaus,Mehrower Allee 52,12687 Berlin–Marzahn,(030) 934 978 90
Zur Grünen Aue,Deutsches Restaurant,Köpenicker Str. 189-191,12683 Berlin–Marzahn,(030) 514 364 4
Zur Kleinen Remise,Deutsches Restaurant,Oberfeldstr. 24,12683 Berlin–Marzahn,(030) 472 162 0
Aapka - Indisches Restaurant Berlin,Indisches Restaurant,Kastanienallee 50,10119 Berlin–Mitte,(030) 440 104 94
acht&dreißig,Deutsches Restaurant,Oranienburger Str. 38,10117 Berlin–Mitte,(030) 374 650 31
Ännchen von Tharau,Deutsches Restaurant,Rolandufer 6,10179 Berlin–Mitte,(030) 726 202 070
Agora,Mediterranes Restaurant,Annenstr. 13,10179 Berlin–Mitte,None
Aiko,Japanisches Restaurant,Brunnenstr. 193,10119 Berlin–Mitte,(030) 280 981 11
Allegretto a Tavola,Italienisches Restaurant,Anna-Louisa-Karsch-Str. 2,10178 Berlin–Mitte,(030) 308 777 50
Alpenstueck,Alpenlaendisches Restaurant,Gartenstr. 9,10115 Berlin–Mitte,(030) 217 516 46
Alt-Berliner Gasthaus Julchen Hoppe,Berliner Restaurant,Rathausstr. 25,10178 Berlin–Mitte,(030) 970 057 87
Altberliner Restaurant,Berliner Restaurant,Fürstenberger Str. 1,10435 Berlin–Mitte,(030)  449 515 1
Alt-Berliner Wirtshaus,Berliner Restaurant,Wilhelmstr. 77,10117 Berlin–Mitte,(030) 224 882 05
Altes Europa,Deutsches Restaurant,Gipsstr. 11,10119 Berlin–Mitte,(030) 283 855 88
Alto,Internationales Restaurant,Platz vor dem Neuen Tor 6 - im Adina Hotel,10115 Berlin–Mitte,(030) 200 032 0
Bans und Bans GbR,Indisches Restaurant,Oranienburger Str. 45,10117 Berlin–Mitte,(030) 288 848 40
Amrit Restaurant - Potsdamer Platz,Indisches Restaurant,Ebertstr. 14 - Ecke Voßstr.,10117 Berlin–Mitte,(030) 224 882 88
Anna Koschke,Deutsches Restaurant,Krausnickstr. 11,10115 Berlin–Mitte,(030) 283 553 8
Ristorante Aposto,Italienisches Restaurant,Monbijouplatz 12,10178 Berlin–Mitte,(030) 275 955 59
Arman,Mexikanisches Restaurant,Oranienburger Str. 45,10117 Berlin–Mitte,None
Asman,Indisches Restaurant,Ackerstr. 20,10115 Berlin–Mitte,(030) 279 071 67
Atame Tapas Bar,Tapasbar,Dircksenstr. 40,10178 Berlin–Mitte,None
Auf die Hand,Bistro,Luisenstr. 45,10117 Berlin–Mitte,(030) 499 553 45
Augustiner am Gendarmenmarkt,Bayerisches Restaurant,Charlottenstr. 55,10117 Berlin–Mitte,(030) 204 540 20
Ausspanne,Deutsches Restaurant,Kastanienallee 65,10119 Berlin–Mitte,(030) 443 051 99
Austernbank,Internationales Restaurant,Behrenstr. 42,10117 Berlin–Mitte,(030) 767 752 724
Avan,Asiatisches Restaurant,Mauerstr. 81-82,10117 Berlin–Mitte,(030) 235 787 30
Restaurant Balthazar,Internationales Restaurant,Spreeufer 2,10178 Berlin–Mitte,(030) 308 821 56
Bandol sur mer,Franzoesisches Restaurant,Torstr. 167,10115 Berlin–Mitte,(030) 673 020 51
Barist,Internationales Restaurant,Am Zwirngraben 13,10178 Berlin–Mitte,None
BBQ Kitchen,Steakhaus,Am Zwirngraben 5,10178 Berlin–Mitte,(030) 279 098 16
Beef Grill Club by Hasir,Steakhaus,Leipziger Platz 12,10117 Berlin–Mitte,None
Beets & Roots GmbH,Internationales Restaurant,Dorotheenstr. 83,10117 Berlin–Mitte,None
Beets & Roots,Internationales Restaurant,Große Hamburger Str. 38,10115 Berlin–Mitte,(030) 403 666 290
Berliner Kartoffelhaus,Kartoffelrestaurant,Karl-Liebknecht-Str. 9,10178 Berlin–Mitte,(030) 247 293 73
Die Berliner Republik,Berliner Restaurant,Schiffbauerdamm 8,10117 Berlin–Mitte,(030) 308 722 93
Berliner Wappen,Deutsches Restaurant,Michaelkirchplatz 11,10179 Berlin–Mitte,(030) 279 361 4
Best Curry Berlin,Imbiss,Leipziger Platz 12 - Mall of Berlin,10117 Berlin–Mitte,(030) 921 586 11
Bibimix – Korean Daily Food,Koreanisches Restaurant,Rosa Luxemburg Str. 5-7,10178 Berlin–Mitte,(030) 224 539 66
Bistro Mainhattan,Bistro,In den Ministergärten 5,10117 Berlin–Mitte,(030) 726 200 660
Block House,Steakhaus,Friedrichstr. 100,10117 Berlin–Mitte,(030) 200 743 77
Block House,Steakhaus,Karl-Liebknecht-Str. 7,10178 Berlin–Mitte,(030) 242 330 0
Bocca Del Buon Gusto,Italienisches Restaurant,Invalidenstr. 151,10115 Berlin–Mitte,(030) 346 244 41
Bocca di Bacco,Italienisches Restaurant,Friedrichstr. 167/168,10117 Berlin–Mitte,(030) 206 728 28
Bötzow Privat,Deutsches Restaurant,Linienstr. 113,10115 Berlin–Mitte,(030) 280 953 90
Bolte's Berliner Steakhaus,Deutsches Restaurant,Propststr. 1,10178 Berlin–Mitte,None
Bombay,Indisches Restaurant,Friedrichstr. 106c,10117 Berlin–Mitte,(030) 284 849 53
Bombay Spice,Indisches Restaurant,Wilhelmstr. 79,10117 Berlin–Mitte,(030) 208 333 41
Bonfini,Italienisches Restaurant,Chausseestr. 15,10115 Berlin–Mitte,None
Borchardt,Internationales Restaurant,Französische Str. 47,10117 Berlin–Mitte,(030) 818 862 62
Boulevard Friedrichstrasse,Deutsches Restaurant,Friedrichstr. 106c,10117 Berlin–Mitte,(030) 283 343 7
Brasserie am Gendarmenmarkt,Franzoesisches Restaurant,Taubenstr. 30 - Eingang über Brasserie-Restaurant,10117 Berlin–Mitte,(030) 204 535 01
Braufactum am Hausvogteiplatz,Deutsches Restaurant,Hausvogteiplatz 3-4,10117 Berlin–Mitte,(030) 558 725 62
Braufactum Berlin,Internationales Restaurant,Memhardstraße 1-3,10178 Berlin–Mitte,None
Brauhaus Georgbraeu,Deutsches Restaurant,Spreeufer 4,10178 Berlin–Mitte,(030) 242 424 4
Brechts Steakhaus,Steakhaus,Schiffbauerdamm 7,10117 Berlin–Mitte,(030) 275 720 37
Coco Banh Mi Deli,Imbiss,Rosenthaler Str. 2,10119 Berlin–Mitte,(030) 558 759 98
Cadadia,Suppenbar,Charlottenstr. 63,10117 Berlin–Mitte,(030) 346 208 08
Café Chagall - Mitte,Internationales Restaurant,Georgenstr. 4,10117 Berlin–Mitte,None
Café-Restaurant Ursprung,Deutsches Restaurant,Friedrichstr. 90 - im Dussmann-Haus,10117 Berlin–Mitte,(030) 202 516 32
Call a Pizza,Pizzaservice,Mohrenstr. 67-69,10117 Berlin–Mitte,(030) 224 886 77
Cana Restaurant,Arabisches Restaurant,Neue Roßstr. 11-12,10179 Berlin–Mitte,(030) 240 832 80
Cancún Gastronomiebetriebs GmbH,Mexikanisches Restaurant,Rathausstr. 5-13,10178 Berlin–Mitte,(030) 847 127 85
Cappuccino Grand Cafe,Internationales Restaurant,Tucholskystr. 36,10117 Berlin–Mitte,(030) 284 446 19
Casalot Restaurant GmbH,Arabisches Restaurant,Claire-Waldoff-Str. 5,10117 Berlin–Mitte,(030) 275 722 10
Ristorante Cavallino Rosso,Italienisches Restaurant,Hannoversche Str. 2,10115 Berlin–Mitte,(030) 279 083 14
Charlotte & Fritz,Gourmetrestaurant,Charlottenstr. 49 - im Regent Berlin,10117 Berlin–Mitte,(030) 203 363 63
Chay Viet,Vietnamesisches Restaurant,Brunnenstr. 164,10119 Berlin–Mitte,(030) 484 9455 4
Chelany Mitte,Pakistanisches Restaurant,Torstr. 221,10115 Berlin–Mitte,None
Chiaro,Italienisches Restaurant,Behrenstraße 37,10117 Berlin–Mitte,None
China-City,Chinesisches Restaurant,Leipziger Str. 46,10117 Berlin–Mitte,(030) 204 538 02
Chipperfield Kantine,Kantine,Joachimstr. 11,10119 Berlin–Mitte,(030) 338 444 30
Chupenga - Gendarmenmarkt,Mexikanisches Restaurant,Mohrenstr. 42,10117 Berlin–Mitte,(030) 239 369 61
Clärchens Ballhaus,Deutsches Restaurant,Auguststr. 24,10117 Berlin–Mitte,(030) 282 929 5
Coccodrillo,Italienisches Restaurant,Veteranenstr. 9,10119 Berlin–Mitte,None
Com Nam,Vietnamesisches Restaurant,Große Präsidentenstraße 5,10178 Berlin–Mitte,None
Com Viet,Vietnamesisches Restaurant,Münzstr. 3,10178 Berlin–Mitte,(030) 240 852 51
Cookies Cream,Vegetarisches Restaurant,Behrenstr. 55,10117 Berlin–Mitte,(030) 680 730 448
Cordo,Gourmetrestaurant,Große Hamburger Str. 32,10115 Berlin–Mitte,(030) 275 812 15
Coréen Restaurant Berlin,Koreanisches Restaurant,Torstr. 179,10115 Berlin–Mitte,None
Crackbuns,Burger,Auguststraße 63,10117 Berlin–Mitte,None
Crackers,Internationales Restaurant,Friedrichstr. 158,10117 Berlin–Mitte,(030) 680 730 488
Creasian,Asiatisches Restaurant,Große Hamburger Str. 20,10115 Berlin–Mitte,(030) 602 613 28
Cu29,Internationales Restaurant,Bodestr. 1,10178 Berlin–Mitte,None
Curry at the Wall Berlin Mitte,Imbiss,Zimmerstr. 97,10117 Berlin–Mitte,(0176) 324 458 72
Curry Wolf Berlin GmbH,Imbiss,Unter den Linden 77,10117 Berlin–Mitte,(030) 339 373 39
CurryMitte,Imbiss,Torstr. 122,10119 Berlin–Mitte,None
CôWei,Chinesisches Restaurant,James-Simon-Park 152,10178 Berlin–Mitte,(030) 600 516 47
Da Piadina,Italienisches Restaurant,Auguststr. 49a,10119 Berlin–Mitte,(030) 544 819 48
Da Vinci,Italienisches Restaurant,Georgenstr. 192,10117 Berlin–Mitte,(030) 201 431 43
Dada Falafel GmbH,Imbiss,Linienstr. 132,10115 Berlin–Mitte,(030) 275 969 27
Dae Mon,Gourmetrestaurant,Monbijouplatz 11,10178 Berlin–Mitte,(030) 263 048 11
Das Meisterstück,Steakhaus,Hausvogteipl. 3-4,10117 Berlin–Mitte,(030) 558 725 62
dean & david,Bistro,Karl-Liebknecht-Str. 7,10178 Berlin–Mitte,(030) 288 737 73
dean & david,Bistro,Monbijouplatz 5,10178 Berlin–Mitte,(030) 243 457 40
Dehlers,Deutsches Restaurant,Reinhardtstr. 14,10117 Berlin–Mitte,(030) 280 455 10
Deponie Nr. 3,Deutsches Restaurant,Georgenstr. 5,10117 Berlin–Mitte,(030) 201 657 40
Der Hahn ist tot,Franzoesisches Restaurant,Zionskirchstr. 40,10119 Berlin–Mitte,(030) 657 067 56
Der Neue Weltempfaenger,Internationales Restaurant,Anklamer Str. 27,10115 Berlin–Mitte,(0177) 320 053 3
Die Eins,Internationales Restaurant,Wilhelmstr. 67a - Eingang Reichstagufer,10117 Berlin–Mitte,None
District Môt,Vietnamesisches Restaurant,Rosenthaler Str. 62,10119 Berlin–Mitte,(030) 200 892 84
Ditsch,Fast Food,S-Bahnhof Friedrichstr.,10117 Berlin–Mitte,(030) 206 348 41
Djimalaya,Internationales Restaurant,Invalidenstr. 159,10115 Berlin–Mitte,(030) 609 351 13
Dolores,Imbiss,Rosa-Luxemburg-Str. 7,10178 Berlin–Mitte,(030) 280 995 97
Domino's Pizza Deutschland GmbH,Pizzaservice,Schumannstr. 19,10117 Berlin–Mitte,(030) 275 724 10
Eden Restaurant,Vietnamesisches Restaurant,Rosenstr. 19,10178 Berlin–Mitte,None
Einstein Unter den Linden,Oesterreichisches Restaurant,Unter den Linden 42,10117 Berlin–Mitte,(030) 204 363 2
Einsunternull,Deutsches Restaurant,Hannoversche Str. 1,10115 Berlin–Mitte,(030) 275 778 10
El Colmado,Tapasbar,Rathausstr. 13,10178 Berlin–Mitte,(030) 284 451 31
Entrecôte,Franzoesisches Restaurant,Schützenstr. 5,10117 Berlin–Mitte,(030) 201 654 96
Enzian,Bayerisches Restaurant,Am Kupfergraben 6a,10117 Berlin–Mitte,(030) 220 025 53
Ephraims,Deutsches Restaurant,Spreeufer 1,10178 Berlin–Mitte,(030) 247 259 47
Erdinger am Gendarmenmarkt,Bayerisches Restaurant,Jägerstr. 56,10117 Berlin–Mitte,(030) 208 799 800
Esszimmer,Deutsches Restaurant,Scharnhorststr. 28-29,10115 Berlin–Mitte,None
Fam Dang,Vietnamesisches Restaurant,Torstr. 125,10119 Belrin,(030) 240 471 11
Five Guys,Fast Food,Alexanderplatz 2,10178 Berlin–Mitte,(030) 922 504 91
Flamingo Fresh Food Bar,Bistro,Neustädtische Kirchstr. 8,10117 Berlin–Mitte,(030) 832 188 65
Foreign Affairs - Arcotel Hotels & Resorts GmbH,Internationales Restaurant,Werderscher Markt 11 - im Arcotel,10117 Berlin–Mitte,None
Frea,Veganes Restaurant,Torstr. 180 - Ecke Kleine Hamburger Str.,10115 Berlin–Mitte,(030) 983 961 98
Friedel Richter Restaurant,Internationales Restaurant,Torstr. 199,10115 Berlin–Mitte,(030) 374 780 35
Frittenwerk Pommesmanufaktur,Imbiss,Friedrichstraße 69,10117 Berlin–Mitte,None
